datetime,sym,price,size
2018-02-14D07:50:57.786000000,TEST.L,4550,13169
2018-02-14D07:50:58.341000000,TEST.L,4550,13437
2018-02-14D07:50:58.718000000,TEST.L,4550,13455
2018-02-14D07:50:59.587000000,TEST.L,4550,13629
2018-02-14D07:50:59.783000000,TEST.L,4550,13632
2018-02-14D07:51:00.016000000,TEST.L,4550,13944
2018-02-14D07:51:00.022000000,TEST.L,4550,13944
2018-02-14D07:51:00.083000000,TEST.L,4550,14989
2018-02-14D07:51:00.083000000,TEST.L,4550,15182
2018-02-14D07:51:00.204000000,TEST.L,4550,15182
2018-02-14D07:51:00.233000000,TEST.L,4550,15182
2018-02-14D07:51:00.329000000,TEST.L,4550,15302
2018-02-14D07:51:00.408000000,TEST.L,4550,16517
2018-02-14D07:51:00.419000000,TEST.L,4550,16553
2018-02-14D07:51:01.266000000,TEST.L,4550,16553
2018-02-14D07:51:04.861000000,TEST.L,4550,16553
2018-02-14D07:51:12.620000000,TEST.L,4550,16553
2018-02-14D07:51:59.993000000,TEST.L,4550,16553
2018-02-14D07:52:00.312000000,TEST.L,4550,16553
2018-02-14D07:52:00.362000000,TEST.L,4550,16573
2018-02-14D07:52:00.868000000,TEST.L,4550,19573
2018-02-14D07:52:00.901000000,TEST.L,4550,19900
2018-02-14D07:52:00.901000000,TEST.L,4550,19940
2018-02-14D07:53:00.153000000,TEST.L,4550,19940
2018-02-14D07:53:48.102000000,TEST.L,4550,19940
2018-02-14D07:54:04.647000000,TEST.L,4550,19940
2018-02-14D07:54:06.561000000,TEST.L,4550,19940
2018-02-14D07:54:08.078000000,TEST.L,4550,19940
2018-02-14D07:54:09.505000000,TEST.L,4550,19940
2018-02-14D07:54:10.393000000,TEST.L,4550,19940
2018-02-14D07:54:12.186000000,TEST.L,4550,19940
2018-02-14D07:54:12.212000000,TEST.L,4550,19940
2018-02-14D07:54:15.017000000,TEST.L,4550,19940
2018-02-14D07:54:36.806000000,TEST.L,4550,19940
2018-02-14D07:54:59.820000000,TEST.L,4550,19940
2018-02-14D07:55:00.034000000,TEST.L,4550,19940
2018-02-14D07:55:00.153000000,TEST.L,4550,19940
2018-02-14D07:55:00.339000000,TEST.L,4550,19940
2018-02-14D07:55:00.634000000,TEST.L,4550,19940
2018-02-14D07:55:10.335000000,TEST.L,4550,19940
2018-02-14D07:55:13.134000000,TEST.L,4550,20241
2018-02-14D07:55:28.078000000,TEST.L,4550,20241
2018-02-14D07:55:28.079000000,TEST.L,4550,20241
2018-02-14D07:55:28.079000000,TEST.L,4550,20241
2018-02-14D07:55:28.079000000,TEST.L,4550,20241
2018-02-14D07:55:28.079000000,TEST.L,4550,20241
2018-02-14D07:55:28.080000000,TEST.L,4550,20241
2018-02-14D07:55:28.080000000,TEST.L,4550,20241
2018-02-14D07:55:28.086000000,TEST.L,4550,20241
2018-02-14D07:55:28.086000000,TEST.L,4550,20241
2018-02-14D07:55:28.086000000,TEST.L,4539,20241
2018-02-14D07:55:28.087000000,TEST.L,4525,20241
2018-02-14D07:55:28.281000000,TEST.L,4522.5,20205
2018-02-14D07:55:28.281000000,TEST.L,4532.5,20693
2018-02-14D07:55:28.309000000,TEST.L,4528.5,20653
2018-02-14D07:55:28.309000000,TEST.L,4528.5,20460
2018-02-14D07:55:28.481000000,TEST.L,4525,20312
2018-02-14D07:55:28.481000000,TEST.L,4522.5,19972
2018-02-14D07:55:28.482000000,TEST.L,4532.5,20879
2018-02-14D07:55:28.681000000,TEST.L,4532.5,21324
2018-02-14D07:55:33.010000000,TEST.L,4528.5,21324
2018-02-14D07:55:33.011000000,TEST.L,4522.5,20879
2018-02-14D07:55:33.014000000,TEST.L,4528.5,21324
2018-02-14D07:55:33.235000000,TEST.L,4528.5,21324
2018-02-14D07:55:38.006000000,TEST.L,4550,24077
2018-02-14D07:55:38.210000000,TEST.L,4550,24522
2018-02-14D07:55:39.010000000,TEST.L,4550,30652
2018-02-14D07:55:39.028000000,TEST.L,4550,30652
2018-02-14D07:55:39.212000000,TEST.L,4550,29745
2018-02-14D07:55:39.212000000,TEST.L,4550,29300
2018-02-14D07:55:39.214000000,TEST.L,4550,30720
2018-02-14D07:55:39.216000000,TEST.L,4550,30874
2018-02-14D07:55:39.744000000,TEST.L,4550,30874
2018-02-14D07:56:00.075000000,TEST.L,4550,30874
2018-02-14D07:56:01.017000000,TEST.L,4550,31349
2018-02-14D07:56:47.038000000,TEST.L,4550,31349
2018-02-14D07:56:48.327000000,TEST.L,4550,31349
2018-02-14D07:56:55.018000000,TEST.L,4550,31349
2018-02-14D07:56:55.023000000,TEST.L,4532.5,31349
2018-02-14D07:56:55.222000000,TEST.L,4518,29929
2018-02-14D07:56:55.222000000,TEST.L,4518,29775
2018-02-14D07:56:55.222000000,TEST.L,4539,31953
2018-02-14D07:56:55.701000000,TEST.L,4539,32086
2018-02-14D07:56:57.919000000,TEST.L,4539,32089
2018-02-14D07:56:58.035000000,TEST.L,4543,32174
2018-02-14D07:56:58.125000000,TEST.L,4543,32307
2018-02-14D07:56:58.839000000,TEST.L,4543,32334
2018-02-14D07:57:00.371000000,TEST.L,4543,32572
2018-02-14D07:57:08.608000000,TEST.L,4543,32572
2018-02-14D07:57:15.041000000,TEST.L,4543,32572
2018-02-14D07:57:26.007000000,TEST.L,4539,32572
2018-02-14D07:57:26.007000000,TEST.L,4532.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4528.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4522.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4513.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4507.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4505.5,32572
2018-02-14D07:57:26.009000000,TEST.L,4501,32572
2018-02-14D07:57:26.009000000,TEST.L,4500,32572
2018-02-14D07:57:26.009000000,TEST.L,4500,32572
2018-02-14D07:57:26.009000000,TEST.L,4500,32439
2018-02-14D07:57:26.012000000,TEST.L,4500,32572
2018-02-14D07:57:26.209000000,TEST.L,4500,32439
2018-02-14D07:57:26.209000000,TEST.L,4500,30261
2018-02-14D07:57:26.212000000,TEST.L,4500,30347
2018-02-14D07:57:26.212000000,TEST.L,4500,33308
2018-02-14D07:57:26.409000000,TEST.L,4500,30347
2018-02-14D07:57:26.409000000,TEST.L,4500,30362
2018-02-14D07:57:26.412000000,TEST.L,4505,33944
2018-02-14D07:57:26.610000000,TEST.L,4500,30362
2018-02-14D07:57:26.610000000,TEST.L,4500,30276
2018-02-14D07:57:26.610000000,TEST.L,4500,30261
2018-02-14D07:57:26.612000000,TEST.L,4507.5,34646
2018-02-14D07:57:26.811000000,TEST.L,4507.5,34767
2018-02-14D07:57:27.008000000,TEST.L,4500,31583
2018-02-14D07:57:27.009000000,TEST.L,4528.5,36663
2018-02-14D07:57:27.209000000,TEST.L,4500,32278
2018-02-14D07:57:27.212000000,TEST.L,4522.5,36062
2018-02-14D07:57:30.010000000,TEST.L,4522.5,36062
2018-02-14D07:57:30.016000000,TEST.L,4518,36062
2018-02-14D07:57:31.156000000,TEST.L,4516.5,36062
2018-02-14D07:57:34.008000000,TEST.L,4488.5,29932
2018-02-14D07:57:34.008000000,TEST.L,4543,38947
2018-02-14D07:57:34.019000000,TEST.L,4532.5,38947
2018-02-14D07:57:45.009000000,TEST.L,4528.5,38947
2018-02-14D07:57:45.085000000,TEST.L,4528.5,38947
2018-02-14D07:57:55.333000000,TEST.L,4500,38947
2018-02-14D07:57:55.433000000,TEST.L,4500,38947
2018-02-14D07:57:55.535000000,TEST.L,4488,35163
2018-02-14D07:57:55.537000000,TEST.L,4500,39683
2018-02-14D07:58:00.009000000,TEST.L,4500,39683
2018-02-14D07:58:11.543000000,TEST.L,4500,39683
2018-02-14D07:58:11.572000000,TEST.L,4500,40572
2018-02-14D07:58:13.753000000,TEST.L,4500,39683
2018-02-14D07:58:25.008000000,TEST.L,4488,34468
2018-02-14D07:58:25.008000000,TEST.L,4500,40420
2018-02-14D07:58:25.052000000,TEST.L,4500,40420
2018-02-14D07:58:25.210000000,TEST.L,4488,36549
2018-02-14D07:58:25.210000000,TEST.L,4488,35900
2018-02-14D07:58:25.210000000,TEST.L,4505,41157
2018-02-14D07:58:27.908000000,TEST.L,4539,44788
2018-02-14D07:58:28.105000000,TEST.L,4500,39531
2018-02-14D07:58:28.107000000,TEST.L,4528.5,44051
2018-02-14D07:58:28.108000000,TEST.L,4500,40420
2018-02-14D07:58:28.110000000,TEST.L,4525,43648
2018-02-14D07:58:28.305000000,TEST.L,4500,39128
2018-02-14D07:58:28.306000000,TEST.L,4518,42912
2018-02-14D07:58:30.007000000,TEST.L,4488,33897
2018-02-14D07:58:30.009000000,TEST.L,4532.5,44625
2018-02-14D07:58:30.010000000,TEST.L,4505,40841
2018-02-14D07:58:30.012000000,TEST.L,4500,40841
2018-02-14D07:58:30.012000000,TEST.L,4500,41244
2018-02-14D07:58:30.012000000,TEST.L,4539,45620
2018-02-14D07:58:30.144000000,TEST.L,4532.5,45253
2018-02-14D07:58:30.159000000,TEST.L,4532.5,45253
2018-02-14D07:58:30.210000000,TEST.L,4500,40877
2018-02-14D07:58:30.210000000,TEST.L,4500,40474
2018-02-14D07:58:30.211000000,TEST.L,4522.5,44258
2018-02-14D07:58:35.234000000,TEST.L,4522.5,44258
2018-02-14D07:58:35.280000000,TEST.L,4518,44258
2018-02-14D07:58:39.626000000,TEST.L,4518,44258
2018-02-14D07:58:40.308000000,TEST.L,4516.5,44258
2018-02-14D07:58:44.681000000,TEST.L,4500,44258
2018-02-14D07:58:44.683000000,TEST.L,4500,40474
2018-02-14D07:58:44.683000000,TEST.L,4500,40877
2018-02-14D07:58:44.684000000,TEST.L,4505.5,45397
2018-02-14D07:58:44.725000000,TEST.L,4507.5,45397
2018-02-14D07:58:45.012000000,TEST.L,4507.5,45397
2018-02-14D07:58:45.014000000,TEST.L,4505.5,45397
2018-02-14D07:58:45.386000000,TEST.L,4505.5,45397
2018-02-14D07:59:01.337000000,TEST.L,4505,45397
2018-02-14D07:59:18.945000000,TEST.L,4505,45397
2018-02-14D07:59:24.823000000,TEST.L,4500,45397
2018-02-14D07:59:24.898000000,TEST.L,4500,45397
2018-02-14D07:59:30.007000000,TEST.L,4486,34669
2018-02-14D07:59:30.008000000,TEST.L,4505.5,46018
2018-02-14D07:59:30.020000000,TEST.L,4500,46018
2018-02-14D07:59:30.052000000,TEST.L,4505,46018
2018-02-14D07:59:30.104000000,TEST.L,4513,46928
2018-02-14D07:59:30.178000000,TEST.L,4505.5,46928
2018-02-14D07:59:30.781000000,TEST.L,4505,46928
2018-02-14D07:59:31.007000000,TEST.L,4500,40976
2018-02-14D07:59:31.009000000,TEST.L,4513,48015
2018-02-14D07:59:31.874000000,TEST.L,4513.5,48015
2018-02-14D07:59:32.188000000,TEST.L,4513.5,48015
2018-02-14D07:59:33.181000000,TEST.L,4500,48015
2018-02-14D07:59:33.435000000,TEST.L,4500,48015
2018-02-14D07:59:33.579000000,TEST.L,4500,48015
2018-02-14D07:59:34.856000000,TEST.L,4500,48015
2018-02-14D07:59:40.017000000,TEST.L,4500,48015
2018-02-14D07:59:40.017000000,TEST.L,4500,48027
2018-02-14D07:59:40.045000000,TEST.L,4488.5,48027
2018-02-14D07:59:40.052000000,TEST.L,4488,48027
2018-02-14D07:59:40.218000000,TEST.L,4488,48431
2018-02-14D07:59:40.218000000,TEST.L,4488,43911
2018-02-14D07:59:40.221000000,TEST.L,4496.5,49168
2018-02-14D07:59:40.231000000,TEST.L,4488,49168
2018-02-14D07:59:40.256000000,TEST.L,4488,49168
2018-02-14D07:59:40.295000000,TEST.L,4488,49168
2018-02-14D07:59:43.855000000,TEST.L,4488,49168
2018-02-14D07:59:46.009000000,TEST.L,4481,43723
2018-02-14D07:59:46.009000000,TEST.L,4436.5,40642
2018-02-14D07:59:46.009000000,TEST.L,4481,43723
2018-02-14D07:59:46.009000000,TEST.L,4446.5,40642
2018-02-14D07:59:46.009000000,TEST.L,4487.5,45190
2018-02-14D07:59:46.011000000,TEST.L,4500,51184
2018-02-14D07:59:46.018000000,TEST.L,4500,51184
2018-02-14D07:59:46.018000000,TEST.L,4500,51184
2018-02-14D07:59:46.020000000,TEST.L,4500,51184
2018-02-14D07:59:46.306000000,TEST.L,4500,51184
2018-02-14D07:59:46.546000000,TEST.L,4500,51586
2018-02-14D07:59:46.556000000,TEST.L,4500,51586
2018-02-14D07:59:46.972000000,TEST.L,4500,51586
2018-02-14D07:59:46.992000000,TEST.L,4488,51586
2018-02-14D07:59:47.009000000,TEST.L,4488,51586
2018-02-14D07:59:47.020000000,TEST.L,4481,52538
2018-02-14D07:59:47.068000000,TEST.L,4481,54666
2018-02-14D07:59:49.146000000,TEST.L,4481,55045
2018-02-14D07:59:49.717000000,TEST.L,4481,55398
2018-02-14D07:59:50.045000000,TEST.L,4481,57974
2018-02-14D07:59:50.373000000,TEST.L,4481,58237
2018-02-14D07:59:50.407000000,TEST.L,4481,58337
2018-02-14D07:59:50.598000000,TEST.L,4481,55946
2018-02-14D07:59:50.629000000,TEST.L,4481,55946
2018-02-14D07:59:51.110000000,TEST.L,4481,56351
2018-02-14D07:59:51.150000000,TEST.L,4481,56795
2018-02-14D07:59:52.225000000,TEST.L,4481,57239
2018-02-14D07:59:52.559000000,TEST.L,4481,57294
2018-02-14D07:59:53.383000000,TEST.L,4481,60233
2018-02-14D07:59:53.383000000,TEST.L,4478.5,60255
2018-02-14D07:59:53.383000000,TEST.L,4472,60255
2018-02-14D07:59:53.388000000,TEST.L,4468,59281
2018-02-14D07:59:53.397000000,TEST.L,4472,60023
2018-02-14D07:59:53.448000000,TEST.L,4472,60023
2018-02-14D07:59:53.881000000,TEST.L,4472,60023
2018-02-14D07:59:53.889000000,TEST.L,4467.5,60023
2018-02-14D07:59:54.045000000,TEST.L,4450,60023
2018-02-14D07:59:54.058000000,TEST.L,4447,60023
2018-02-14D07:59:54.066000000,TEST.L,4449.5,60023
2018-02-14D07:59:54.574000000,TEST.L,4450,60023
2018-02-14D07:59:54.931000000,TEST.L,4449.5,60023
2018-02-14D07:59:55.018000000,TEST.L,4449.5,60023
2018-02-14D07:59:55.024000000,TEST.L,4437,61513
2018-02-14D07:59:55.035000000,TEST.L,4437.5,61513
2018-02-14D07:59:55.103000000,TEST.L,4432,62342
2018-02-14D07:59:55.426000000,TEST.L,4432,63584
2018-02-14D07:59:55.429000000,TEST.L,4432,63584
2018-02-14D07:59:55.727000000,TEST.L,4432,63284
2018-02-14D07:59:55.773000000,TEST.L,4432,63284
2018-02-14D07:59:56.529000000,TEST.L,4423.5,63939
2018-02-14D07:59:56.580000000,TEST.L,4423.5,65545
2018-02-14D07:59:57.011000000,TEST.L,4423.5,65545
2018-02-14D07:59:57.013000000,TEST.L,4432,66248
2018-02-14D07:59:57.311000000,TEST.L,4437.5,65545
2018-02-14D07:59:57.705000000,TEST.L,4423.5,67201
2018-02-14D07:59:57.710000000,TEST.L,4423.5,67201
2018-02-14D07:59:57.727000000,TEST.L,4424,67201
2018-02-14D07:59:57.739000000,TEST.L,4423.5,67201
2018-02-14D07:59:58.513000000,TEST.L,4423.5,67201
2018-02-14D07:59:58.513000000,TEST.L,4423.5,67201
2018-02-14D07:59:58.544000000,TEST.L,4433.5,67201
2018-02-14D07:59:58.586000000,TEST.L,4436.5,66973
2018-02-14D07:59:58.685000000,TEST.L,4436.5,66973
2018-02-14D07:59:58.971000000,TEST.L,4433.5,66973
2018-02-14D07:59:58.971000000,TEST.L,4433.5,66973
2018-02-14D07:59:59.009000000,TEST.L,4427.5,67657
2018-02-14D07:59:59.009000000,TEST.L,4427,67965
2018-02-14D07:59:59.011000000,TEST.L,4424.5,67965
2018-02-14D07:59:59.011000000,TEST.L,4423.5,69709
2018-02-14D07:59:59.021000000,TEST.L,4423.5,69709
2018-02-14D07:59:59.021000000,TEST.L,4423.5,69709
2018-02-14D07:59:59.021000000,TEST.L,4423.5,69730
2018-02-14D07:59:59.023000000,TEST.L,4423.5,69730
2018-02-14D07:59:59.023000000,TEST.L,4421,70436
2018-02-14D07:59:59.053000000,TEST.L,4421,70436
2018-02-14D07:59:59.071000000,TEST.L,4421.5,70314
2018-02-14D07:59:59.071000000,TEST.L,4421.5,70281
2018-02-14D07:59:59.078000000,TEST.L,4421.5,70281
2018-02-14D07:59:59.462000000,TEST.L,4423.5,70645
2018-02-14D07:59:59.462000000,TEST.L,4423.5,70314
2018-02-14D07:59:59.466000000,TEST.L,4423.5,70314
2018-02-14D07:59:59.541000000,TEST.L,4423.5,70314
2018-02-14D07:59:59.546000000,TEST.L,4424.5,70661
2018-02-14D07:59:59.546000000,TEST.L,4427,72307
2018-02-14D07:59:59.556000000,TEST.L,4427,72307
2018-02-14D07:59:59.781000000,TEST.L,4438.5,77741
2018-02-14D07:59:59.782000000,TEST.L,4438.5,77741
2018-02-14D07:59:59.791000000,TEST.L,4438.5,77741
2018-02-14D07:59:59.792000000,TEST.L,4437.5,78204
2018-02-14D07:59:59.797000000,TEST.L,4437.5,78204
2018-02-14D07:59:59.830000000,TEST.L,4437.5,78740
2018-02-14D07:59:59.955000000,TEST.L,4429.5,78055
2018-02-14D07:59:59.990000000,TEST.L,4433.5,78740
2018-02-14D07:59:59.990000000,TEST.L,4432,78510
2018-02-14D08:00:00.073000000,TEST.L,4432,78510
2018-02-14D08:00:00.083000000,TEST.L,4432,78510
2018-02-14D08:00:00.184000000,TEST.L,4432,78510
2018-02-14D08:00:00.184000000,TEST.L,4429.5,78510
2018-02-14D08:00:00.184000000,TEST.L,4429.5,78510
2018-02-14D08:00:00.185000000,TEST.L,4429.5,78510
2018-02-14D08:00:00.185000000,TEST.L,4429.5,78510
2018-02-14D08:00:00.186000000,TEST.L,4429.5,78625
2018-02-14D08:00:00.186000000,TEST.L,4429.5,78625
2018-02-14D08:00:00.186000000,TEST.L,4429.5,78625
2018-02-14D08:00:00.186000000,TEST.L,4429.5,78625
2018-02-14D08:00:00.186000000,TEST.L,4429.5,78625
2018-02-14D08:00:00.186000000,TEST.L,4427,79004
2018-02-14D08:00:00.186000000,TEST.L,4429.5,79777
2018-02-14D08:00:00.188000000,TEST.L,4429.5,79777
2018-02-14D08:00:00.188000000,TEST.L,4429.5,80341
2018-02-14D08:00:00.198000000,TEST.L,4427,80720
2018-02-14D08:00:00.200000000,TEST.L,4427,81399
2018-02-14D08:00:00.269000000,TEST.L,4427,81250
2018-02-14D08:00:00.278000000,TEST.L,4427,81250
2018-02-14D08:00:00.393000000,TEST.L,4427,81250
2018-02-14D08:00:00.421000000,TEST.L,4427,81250
2018-02-14D08:00:00.706000000,TEST.L,4427,81250
2018-02-14D08:00:01.395000000,TEST.L,4427,81250
2018-02-14D08:00:01.945000000,TEST.L,4427,81250
2018-02-14D08:00:01.946000000,TEST.L,4427,81250
2018-02-14D08:00:02.024000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.024000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.028000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.260000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.568000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.881000000,TEST.L,4429.5,83227
2018-02-14D08:00:02.933000000,TEST.L,4432,84479
2018-02-14D08:00:02.933000000,TEST.L,4433.5,84388
2018-02-14D08:00:02.933000000,TEST.L,4429.5,83703
2018-02-14D08:00:02.936000000,TEST.L,4429.5,83703
2018-02-14D08:00:02.954000000,TEST.L,4427,84082
2018-02-14D08:00:02.955000000,TEST.L,4427.5,84196
2018-02-14D08:00:03.075000000,TEST.L,4427.5,84447
2018-02-14D08:00:03.075000000,TEST.L,4427.5,84447
2018-02-14D08:00:03.190000000,TEST.L,4427.5,84328
2018-02-14D08:00:03.190000000,TEST.L,4429.5,84195
2018-02-14D08:00:03.190000000,TEST.L,4427.5,84198
2018-02-14D08:00:03.504000000,TEST.L,4429.5,84195
2018-02-14D08:00:03.504000000,TEST.L,4429.5,84195
2018-02-14D08:00:03.504000000,TEST.L,4429,84195
2018-02-14D08:00:03.504000000,TEST.L,4429.5,84195
2018-02-14D08:00:03.516000000,TEST.L,4429.5,84195
2018-02-14D08:00:03.811000000,TEST.L,4427.5,84377
2018-02-14D08:00:03.815000000,TEST.L,4427.5,84377
2018-02-14D08:00:04.122000000,TEST.L,4429.5,84195
2018-02-14D08:00:04.122000000,TEST.L,4427.5,84352
2018-02-14D08:00:04.127000000,TEST.L,4427.5,84352
2018-02-14D08:00:04.739000000,TEST.L,4427.5,84401
2018-02-14D08:00:04.739000000,TEST.L,4427.5,84401
2018-02-14D08:00:05.047000000,TEST.L,4427.5,84421
2018-02-14D08:00:05.354000000,TEST.L,4429.5,84195
2018-02-14D08:00:05.355000000,TEST.L,4428,84366
2018-02-14D08:00:05.359000000,TEST.L,4428,84366
2018-02-14D08:00:05.663000000,TEST.L,4427.5,84503
2018-02-14D08:00:05.664000000,TEST.L,4427.5,84503
2018-02-14D08:00:05.667000000,TEST.L,4427.5,84503
2018-02-14D08:00:05.987000000,TEST.L,4427.5,84548
2018-02-14D08:00:06.584000000,TEST.L,4429.5,84195
2018-02-14D08:00:06.585000000,TEST.L,4427.5,84427
2018-02-14D08:00:06.588000000,TEST.L,4427.5,84427
2018-02-14D08:00:06.891000000,TEST.L,4429.5,84195
2018-02-14D08:00:06.891000000,TEST.L,4428,84265
2018-02-14D08:00:06.893000000,TEST.L,4428,84265
2018-02-14D08:00:06.898000000,TEST.L,4428,84265
2018-02-14D08:00:07.032000000,TEST.L,4429.5,84574
2018-02-14D08:00:07.037000000,TEST.L,4429.5,84574
2018-02-14D08:00:07.199000000,TEST.L,4429.5,84574
2018-02-14D08:00:07.357000000,TEST.L,4427,85132
2018-02-14D08:00:07.359000000,TEST.L,4427,85132
2018-02-14D08:00:07.504000000,TEST.L,4427,85132
2018-02-14D08:00:07.504000000,TEST.L,4427,85132
2018-02-14D08:00:08.117000000,TEST.L,4427,85132
2018-02-14D08:00:08.117000000,TEST.L,4427,85132
2018-02-14D08:00:09.353000000,TEST.L,4427,85132
2018-02-14D08:00:09.779000000,TEST.L,4427,84953
2018-02-14D08:00:09.779000000,TEST.L,4427,86656
2018-02-14D08:00:09.793000000,TEST.L,4427,86656
2018-02-14D08:00:09.793000000,TEST.L,4427,86667
2018-02-14D08:00:09.793000000,TEST.L,4427,86667
2018-02-14D08:00:10.720000000,TEST.L,4427,86667
2018-02-14D08:00:11.033000000,TEST.L,4427,87162
2018-02-14D08:00:12.035000000,TEST.L,4427,87597
2018-02-14D08:00:15.590000000,TEST.L,4427,85894
2018-02-14D08:00:15.590000000,TEST.L,4427,88564
2018-02-14D08:00:17.035000000,TEST.L,4427.5,88569
2018-02-14D08:00:17.035000000,TEST.L,4427.5,88357
2018-02-14D08:00:17.038000000,TEST.L,4427.5,88357
2018-02-14D08:00:20.052000000,TEST.L,4432,85583
2018-02-14D08:00:20.053000000,TEST.L,4438.5,83667
2018-02-14D08:00:20.055000000,TEST.L,4438.5,83674
2018-02-14D08:00:20.167000000,TEST.L,4433.5,82617
2018-02-14D08:00:20.167000000,TEST.L,4433.5,82617
2018-02-14D08:00:20.177000000,TEST.L,4433.5,82617
2018-02-14D08:00:20.210000000,TEST.L,4433.5,82742
2018-02-14D08:00:20.211000000,TEST.L,4433.5,83382
2018-02-14D08:00:20.338000000,TEST.L,4432,83435
2018-02-14D08:00:20.338000000,TEST.L,4432,83430
2018-02-14D08:00:20.338000000,TEST.L,4432,83430
2018-02-14D08:00:20.339000000,TEST.L,4432,83467
2018-02-14D08:00:20.346000000,TEST.L,4432,83467
2018-02-14D08:00:20.347000000,TEST.L,4432,83631
2018-02-14D08:00:20.495000000,TEST.L,4432,83430
2018-02-14D08:00:20.530000000,TEST.L,4432,83631
2018-02-14D08:00:22.708000000,TEST.L,4432,83631
2018-02-14D08:00:22.718000000,TEST.L,4427.5,200
2018-02-14D08:00:22.718000000,TEST.L,4427.5,409
2018-02-14D08:00:22.718000000,TEST.L,4427.5,421
2018-02-14D08:00:22.747000000,TEST.L,4427.5,139
2018-02-14D08:00:23.199000000,TEST.L,4427.5,57
2018-02-14D08:00:23.199000000,TEST.L,4427.5,82
2018-02-14D08:00:23.379000000,TEST.L,4427.5,32
2018-02-14D08:00:27.532000000,TEST.L,4425,119
2018-02-14D08:00:27.534000000,TEST.L,4425,37
2018-02-14D08:00:27.534000000,TEST.L,4425,120
2018-02-14D08:00:27.543000000,TEST.L,4425,120
2018-02-14D08:00:27.544000000,TEST.L,4425,120
2018-02-14D08:00:27.712000000,TEST.L,4429,10
2018-02-14D08:00:27.734000000,TEST.L,4429,36
2018-02-14D08:00:28.651000000,TEST.L,4429.5,154
2018-02-14D08:00:28.845000000,TEST.L,4425,120
2018-02-14D08:00:28.845000000,TEST.L,4425,23
